Department,Department ID,Employee ID,Employee Name,Nationality,Location,Performance Band,Salary,Designation,Succession Planning,Gender,Training Programs Enrolled
Customer Support,7,5380,Employee_256,Filipino,Sharjah,4. Exceeds Expectations,37808,Executive,Completed,Female,6
Finance,5,5757,Employee_257,Emirati,Umm Al Quwain,5. Outstanding,10827,Analyst,In Progress,Female,0
Customer Support,7,3713,Employee_258,Pakistani,Umm Al Quwain,2. Very Good,37762,Executive,Completed,Male,3
HR,2,6588,Employee_259,Egyptian,Ras Al Khaimah,5. Outstanding,13259,Vice President,Completed,Male,3
Operations,4,1966,Employee_260,Emirati,Sharjah,4. Exceeds Expectations,19849,Vice President,Completed,Male,4
HR,2,5944,Employee_261,Egyptian,Ras Al Khaimah,1. Good,21232,Manager,Completed,Female,9
Customer Support,7,4432,Employee_262,Egyptian,Ras Al Khaimah,1. Good,45572,Manager,In Progress,Female,5
HR,2,1688,Employee_263,Pakistani,Umm Al Quwain,1. Good,29173,Manager,In Progress,Male,3
IT,1,5243,Employee_264,Filipino,Ajman,2. Very Good,10374,Executive,Completed,Female,1
Research & Development,9,4701,Employee_265,Indian,Ras Al Khaimah,3. Meets Expectations,26174,Vice President,Completed,Male,5
IT,1,9533,Employee_266,Jordanian,Abu Dhabi,3. Meets Expectations,28567,Vice President,In Progress,Female,7
Product Development,8,6182,Employee_267,Filipino,Ajman,5. Outstanding,40292,Vice President,Not Started,Female,7
HR,2,7704,Employee_268,Jordanian,Sharjah,2. Very Good,14277,Analyst,Not Started,Female,6
Product Development,8,5422,Employee_269,Pakistani,Sharjah,1. Good,36600,Vice President,In Progress,Male,5
Marketing,3,2759,Employee_270,Pakistani,Ras Al Khaimah,1. Good,14885,Analyst,Completed,Female,1
Sales,6,3482,Employee_271,Pakistani,Ajman,4. Exceeds Expectations,5778,Manager,Completed,Female,6
Marketing,3,9058,Employee_272,Emirati,Umm Al Quwain,4. Exceeds Expectations,34165,Manager,Not Started,Male,4
Customer Support,7,1951,Employee_273,Jordanian,Umm Al Quwain,1. Good,6492,Executive,Not Started,Female,5
Research & Development,9,9914,Employee_274,Filipino,Fujairah,1. Good,35462,Manager,In Progress,Male,9
HR,2,3079,Employee_275,Filipino,Sharjah,2. Very Good,18615,Executive,Not Started,Male,7
Finance,5,3717,Employee_276,Egyptian,Dubai,3. Meets Expectations,49900,Senior Analyst,In Progress,Male,7
Sales,6,5524,Employee_277,Egyptian,Fujairah,4. Exceeds Expectations,47946,Senior Analyst,Not Started,Male,2
Operations,4,9477,Employee_278,Egyptian,Umm Al Quwain,3. Meets Expectations,12851,Associate,Not Started,Male,6
Operations,4,8311,Employee_279,Pakistani,Ajman,2. Very Good,21288,Executive,Not Started,Female,0
Operations,4,8186,Employee_280,Filipino,Umm Al Quwain,1. Good,12156,Associate,Completed,Male,0
HR,2,3065,Employee_281,Jordanian,Ajman,3. Meets Expectations,7044,Associate,Completed,Male,6
Operations,4,1768,Employee_282,Pakistani,Fujairah,1. Good,12368,Senior Analyst,Completed,Male,9
IT,1,6490,Employee_283,Emirati,Sharjah,1. Good,24900,Executive,Not Started,Male,8
Sales,6,7645,Employee_284,Egyptian,Umm Al Quwain,5. Outstanding,35600,Senior Analyst,In Progress,Female,6
IT,1,6083,Employee_285,Pakistani,Ras Al Khaimah,3. Meets Expectations,30634,Associate,In Progress,Male,9
Sales,6,6232,Employee_286,Pakistani,Ajman,3. Meets Expectations,14168,Executive,In Progress,Female,4
IT,1,6797,Employee_287,Emirati,Sharjah,1. Good,25961,Associate,In Progress,Male,7
Sales,6,5926,Employee_288,Indian,Dubai,2. Very Good,49096,Vice President,Completed,Female,1
Product Development,8,7016,Employee_289,Filipino,Ajman,5. Outstanding,28852,Executive,Completed,Male,8
HR,2,4335,Employee_290,Jordanian,Fujairah,1. Good,38110,Executive,Not Started,Male,5
HR,2,9038,Employee_291,Indian,Dubai,4. Exceeds Expectations,37174,Associate,Not Started,Female,8
Operations,4,5873,Employee_292,Egyptian,Dubai,4. Exceeds Expectations,39215,Vice President,In Progress,Male,1
Marketing,3,2481,Employee_293,Pakistani,Abu Dhabi,5. Outstanding,31955,Analyst,Completed,Female,2
Operations,4,7305,Employee_294,Emirati,Umm Al Quwain,2. Very Good,11581,Senior Analyst,In Progress,Male,7
Customer Support,7,4451,Employee_295,Emirati,Ajman,1. Good,49619,Associate,Not Started,Female,0
IT,1,1054,Employee_296,Filipino,Dubai,3. Meets Expectations,11317,Executive,Not Started,Male,9
Sales,6,8643,Employee_297,Indian,Abu Dhabi,5. Outstanding,47856,Senior Analyst,In Progress,Male,6
Marketing,3,4462,Employee_298,Filipino,Fujairah,2. Very Good,31649,Senior Analyst,Not Started,Female,6
Customer Support,7,1832,Employee_299,Pakistani,Sharjah,3. Meets Expectations,28132,Senior Analyst,In Progress,Male,0
HR,2,6954,Employee_300,Filipino,Ras Al Khaimah,4. Exceeds Expectations,21789,Analyst,Completed,Male,8
HR,2,9519,Employee_301,Jordanian,Ras Al Khaimah,4. Exceeds Expectations,19567,Manager,In Progress,Male,7
Operations,4,8221,Employee_302,Emirati,Ajman,3. Meets Expectations,19868,Associate,Completed,Male,3
IT,1,4310,Employee_303,Emirati,Dubai,5. Outstanding,29370,Manager,Completed,Male,9
Marketing,3,4300,Employee_304,Egyptian,Ras Al Khaimah,4. Exceeds Expectations,47533,Manager,Not Started,Male,4
Research & Development,9,7722,Employee_305,Egyptian,Umm Al Quwain,1. Good,35483,Manager,Not Started,Female,1
Customer Support,7,8218,Employee_306,Pakistani,Ras Al Khaimah,3. Meets Expectations,17466,Senior Analyst,Not Started,Female,8
Customer Support,7,8776,Employee_307,Jordanian,Ras Al Khaimah,3. Meets Expectations,33803,Vice President,In Progress,Female,5
Operations,4,4675,Employee_308,Indian,Ras Al Khaimah,4. Exceeds Expectations,23230,Senior Analyst,In Progress,Male,2
HR,2,4054,Employee_309,Filipino,Abu Dhabi,5. Outstanding,22862,Senior Analyst,Not Started,Female,6
Operations,4,8970,Employee_310,Pakistani,Dubai,1. Good,48355,Executive,In Progress,Male,8
Sales,6,3143,Employee_311,Egyptian,Umm Al Quwain,5. Outstanding,36259,Executive,Not Started,Male,2
Marketing,3,6207,Employee_312,Filipino,Dubai,2. Very Good,38539,Manager,In Progress,Male,1
IT,1,3538,Employee_313,Egyptian,Ajman,2. Very Good,26909,Senior Analyst,Completed,Male,6
Product Development,8,5547,Employee_314,Filipino,Ajman,4. Exceeds Expectations,35795,Manager,Completed,Female,6
Finance,5,6619,Employee_315,Indian,Ajman,4. Exceeds Expectations,13770,Executive,Not Started,Male,3
Finance,5,9356,Employee_316,Pakistani,Fujairah,4. Exceeds Expectations,16093,Vice President,In Progress,Female,8
Operations,4,7612,Employee_317,Filipino,Ras Al Khaimah,2. Very Good,5193,Associate,In Progress,Male,7
Sales,6,6005,Employee_318,Jordanian,Fujairah,5. Outstanding,39775,Manager,Completed,Female,0
Marketing,3,1822,Employee_319,Emirati,Abu Dhabi,5. Outstanding,22569,Vice President,Completed,Female,0
Research & Development,9,1943,Employee_320,Jordanian,Ajman,4. Exceeds Expectations,16190,Associate,Not Started,Female,4
Finance,5,7150,Employee_321,Jordanian,Umm Al Quwain,1. Good,47752,Analyst,Completed,Female,5
Marketing,3,5425,Employee_322,Emirati,Dubai,5. Outstanding,37327,Manager,Not Started,Female,2
IT,1,9966,Employee_323,Jordanian,Ras Al Khaimah,2. Very Good,47070,Manager,Completed,Female,8
Sales,6,3198,Employee_324,Filipino,Sharjah,3. Meets Expectations,25389,Analyst,Completed,Male,9
HR,2,5242,Employee_325,Filipino,Umm Al Quwain,3. Meets Expectations,45197,Analyst,In Progress,Female,5
Marketing,3,4695,Employee_326,Filipino,Ras Al Khaimah,3. Meets Expectations,7261,Manager,Completed,Male,3
IT,1,4452,Employee_327,Emirati,Fujairah,1. Good,33369,Analyst,Completed,Female,6
Research & Development,9,2308,Employee_328,Jordanian,Fujairah,4. Exceeds Expectations,31512,Senior Analyst,Not Started,Male,7
Product Development,8,5177,Employee_329,Emirati,Umm Al Quwain,2. Very Good,11716,Associate,Completed,Female,8
HR,2,9705,Employee_330,Filipino,Fujairah,1. Good,26259,Associate,Not Started,Female,5
Product Development,8,7852,Employee_331,Jordanian,Ajman,2. Very Good,33933,Associate,Completed,Male,5
Research & Development,9,7035,Employee_332,Jordanian,Abu Dhabi,2. Very Good,46689,Senior Analyst,Completed,Female,7
IT,1,4594,Employee_333,Egyptian,Dubai,4. Exceeds Expectations,9378,Analyst,Not Started,Female,4
Finance,5,5841,Employee_334,Egyptian,Abu Dhabi,3. Meets Expectations,45583,Vice President,In Progress,Female,2
Product Development,8,2409,Employee_335,Indian,Ras Al Khaimah,4. Exceeds Expectations,24835,Analyst,Not Started,Male,2
HR,2,5566,Employee_336,Pakistani,Dubai,1. Good,34033,Manager,Not Started,Female,5
Operations,4,5491,Employee_337,Egyptian,Dubai,1. Good,29000,Executive,Not Started,Male,1
Customer Support,7,2555,Employee_338,Emirati,Abu Dhabi,1. Good,15332,Associate,In Progress,Female,5
Marketing,3,1804,Employee_339,Egyptian,Umm Al Quwain,4. Exceeds Expectations,47604,Analyst,Completed,Female,5
Finance,5,2279,Employee_340,Indian,Dubai,2. Very Good,7800,Vice President,Not Started,Male,7
Product Development,8,8083,Employee_341,Jordanian,Abu Dhabi,2. Very Good,34538,Manager,Not Started,Female,6
Marketing,3,6986,Employee_342,Indian,Dubai,5. Outstanding,35119,Senior Analyst,In Progress,Female,7
Operations,4,6619,Employee_343,Jordanian,Sharjah,1. Good,13333,Senior Analyst,Not Started,Male,8
Research & Development,9,2387,Employee_344,Jordanian,Umm Al Quwain,2. Very Good,10410,Vice President,Completed,Female,5
Customer Support,7,3679,Employee_345,Pakistani,Ajman,5. Outstanding,22839,Manager,In Progress,Male,2
IT,1,3106,Employee_346,Egyptian,Dubai,2. Very Good,35519,Associate,Completed,Male,9
Operations,4,9173,Employee_347,Emirati,Sharjah,1. Good,10808,Analyst,Completed,Male,2
Operations,4,5223,Employee_348,Emirati,Ajman,3. Meets Expectations,11796,Manager,In Progress,Female,0
Research & Development,9,5831,Employee_349,Filipino,Ajman,1. Good,26180,Senior Analyst,Not Started,Male,4
Sales,6,3768,Employee_350,Jordanian,Ras Al Khaimah,4. Exceeds Expectations,48056,Vice President,Completed,Male,3
Research & Development,9,4186,Employee_351,Emirati,Dubai,2. Very Good,22709,Vice President,Completed,Female,8
Sales,6,3573,Employee_352,Pakistani,Abu Dhabi,2. Very Good,22543,Analyst,Completed,Male,8
Sales,6,3599,Employee_353,Jordanian,Dubai,4. Exceeds Expectations,42418,Vice President,Completed,Female,4
Finance,5,5033,Employee_354,Pakistani,Sharjah,4. Exceeds Expectations,34075,Vice President,In Progress,Female,9
Finance,5,9428,Employee_355,Emirati,Ajman,3. Meets Expectations,42755,Manager,In Progress,Female,3
HR,2,2304,Employee_356,Emirati,Dubai,2. Very Good,42465,Associate,Completed,Female,6
Product Development,8,8368,Employee_357,Filipino,Abu Dhabi,2. Very Good,35502,Analyst,Not Started,Male,5
Product Development,8,6877,Employee_358,Emirati,Ras Al Khaimah,3. Meets Expectations,21724,Manager,Completed,Male,3
IT,1,2301,Employee_359,Jordanian,Dubai,5. Outstanding,8828,Associate,Not Started,Male,9
Product Development,8,3541,Employee_360,Jordanian,Umm Al Quwain,3. Meets Expectations,22087,Manager,Completed,Male,1
Finance,5,3051,Employee_361,Jordanian,Ras Al Khaimah,1. Good,17605,Executive,Not Started,Male,0
HR,2,7809,Employee_362,Filipino,Abu Dhabi,2. Very Good,36337,Manager,Completed,Female,3
HR,2,9633,Employee_363,Filipino,Sharjah,4. Exceeds Expectations,10482,Vice President,Not Started,Male,3
Sales,6,9996,Employee_364,Emirati,Ajman,1. Good,32005,Associate,Completed,Male,0
Research & Development,9,1074,Employee_365,Indian,Dubai,2. Very Good,27760,Analyst,Completed,Male,5
IT,1,7981,Employee_366,Indian,Abu Dhabi,3. Meets Expectations,10463,Analyst,Not Started,Female,3
Sales,6,6475,Employee_367,Filipino,Ras Al Khaimah,1. Good,9912,Associate,In Progress,Female,0
Research & Development,9,9232,Employee_368,Emirati,Umm Al Quwain,2. Very Good,9648,Vice President,Not Started,Male,0
Product Development,8,8184,Employee_369,Indian,Abu Dhabi,5. Outstanding,38623,Senior Analyst,In Progress,Female,0
Sales,6,6796,Employee_370,Emirati,Fujairah,5. Outstanding,40634,Manager,Completed,Male,7
Marketing,3,8141,Employee_371,Emirati,Umm Al Quwain,4. Exceeds Expectations,49602,Vice President,Not Started,Male,9
Product Development,8,2622,Employee_372,Emirati,Ras Al Khaimah,2. Very Good,8112,Executive,Not Started,Female,7
Research & Development,9,9041,Employee_373,Egyptian,Sharjah,5. Outstanding,27054,Associate,Not Started,Female,1
IT,1,1341,Employee_374,Jordanian,Ajman,3. Meets Expectations,9492,Manager,In Progress,Male,6
Research & Development,9,3074,Employee_375,Emirati,Ras Al Khaimah,2. Very Good,27207,Analyst,In Progress,Male,7
Sales,6,8992,Employee_376,Egyptian,Sharjah,3. Meets Expectations,20114,Senior Analyst,Completed,Female,7
Sales,6,1645,Employee_377,Filipino,Dubai,3. Meets Expectations,39285,Executive,In Progress,Male,9
Operations,4,5263,Employee_378,Indian,Abu Dhabi,5. Outstanding,21018,Analyst,In Progress,Female,6
IT,1,9801,Employee_379,Jordanian,Fujairah,2. Very Good,26386,Associate,Completed,Male,4
Product Development,8,7136,Employee_380,Indian,Umm Al Quwain,1. Good,22740,Manager,Not Started,Female,0
HR,2,9646,Employee_381,Jordanian,Umm Al Quwain,5. Outstanding,49199,Associate,Not Started,Male,8
IT,1,3969,Employee_382,Indian,Abu Dhabi,5. Outstanding,13210,Manager,Completed,Male,6
HR,2,4028,Employee_383,Jordanian,Fujairah,2. Very Good,49363,Vice President,Not Started,Female,1
IT,1,8643,Employee_384,Indian,Abu Dhabi,2. Very Good,17743,Senior Analyst,In Progress,Male,5
IT,1,3681,Employee_385,Indian,Dubai,3. Meets Expectations,47092,Vice President,Completed,Male,1
Research & Development,9,4629,Employee_386,Indian,Sharjah,2. Very Good,49299,Vice President,Completed,Female,0
IT,1,5225,Employee_387,Indian,Ras Al Khaimah,3. Meets Expectations,11588,Associate,Completed,Male,6
Operations,4,4067,Employee_388,Filipino,Umm Al Quwain,5. Outstanding,8311,Senior Analyst,Not Started,Male,1
Sales,6,6941,Employee_389,Emirati,Dubai,4. Exceeds Expectations,27432,Manager,Completed,Male,1
Customer Support,7,2386,Employee_390,Pakistani,Sharjah,1. Good,38755,Manager,Completed,Female,4
HR,2,3866,Employee_391,Egyptian,Dubai,5. Outstanding,8321,Executive,Completed,Female,4
Sales,6,5788,Employee_392,Pakistani,Fujairah,2. Very Good,20812,Analyst,Not Started,Female,6
Customer Support,7,6490,Employee_393,Pakistani,Umm Al Quwain,1. Good,42383,Executive,In Progress,Male,0
HR,2,5124,Employee_394,Jordanian,Ras Al Khaimah,4. Exceeds Expectations,18146,Executive,Completed,Male,7
HR,2,9340,Employee_395,Emirati,Abu Dhabi,4. Exceeds Expectations,18654,Manager,In Progress,Male,2
Customer Support,7,4850,Employee_396,Jordanian,Abu Dhabi,3. Meets Expectations,40820,Associate,Not Started,Male,3
IT,1,6415,Employee_397,Emirati,Sharjah,1. Good,5726,Vice President,Not Started,Female,8
Product Development,8,8679,Employee_398,Emirati,Ras Al Khaimah,3. Meets Expectations,8760,Vice President,Not Started,Male,3
Marketing,3,7819,Employee_399,Indian,Ajman,5. Outstanding,27190,Vice President,Not Started,Male,9
Sales,6,9378,Employee_400,Filipino,Fujairah,1. Good,6875,Senior Analyst,In Progress,Male,4
Research & Development,9,2333,Employee_401,Indian,Sharjah,5. Outstanding,28377,Manager,Completed,Female,6
Sales,6,5150,Employee_402,Filipino,Ajman,3. Meets Expectations,9033,Associate,Not Started,Male,3
Research & Development,9,7766,Employee_403,Jordanian,Dubai,1. Good,43211,Senior Analyst,Not Started,Male,0
Customer Support,7,3711,Employee_404,Filipino,Fujairah,3. Meets Expectations,22373,Analyst,In Progress,Male,8
Research & Development,9,5853,Employee_405,Jordanian,Dubai,1. Good,8744,Associate,In Progress,Male,3
HR,2,7212,Employee_406,Pakistani,Ras Al Khaimah,3. Meets Expectations,29995,Executive,Not Started,Male,8
Product Development,8,8479,Employee_407,Pakistani,Umm Al Quwain,4. Exceeds Expectations,21977,Associate,Completed,Female,5
Product Development,8,6408,Employee_408,Filipino,Fujairah,3. Meets Expectations,37402,Associate,Completed,Male,0
HR,2,8715,Employee_409,Filipino,Ajman,4. Exceeds Expectations,39542,Vice President,Not Started,Male,2
Operations,4,9942,Employee_410,Jordanian,Umm Al Quwain,3. Meets Expectations,15651,Associate,In Progress,Male,1
Customer Support,7,2762,Employee_411,Indian,Abu Dhabi,1. Good,38703,Executive,Not Started,Male,8
Operations,4,8101,Employee_412,Jordanian,Ajman,1. Good,18395,Executive,Not Started,Male,0
Operations,4,8674,Employee_413,Indian,Sharjah,1. Good,34808,Manager,In Progress,Male,8
Sales,6,7122,Employee_414,Pakistani,Abu Dhabi,2. Very Good,41576,Associate,Not Started,Male,8
Sales,6,1481,Employee_415,Emirati,Abu Dhabi,5. Outstanding,21715,Vice President,Not Started,Male,7
Marketing,3,1153,Employee_416,Filipino,Sharjah,1. Good,49409,Associate,Not Started,Male,7
Research & Development,9,8617,Employee_417,Indian,Fujairah,4. Exceeds Expectations,29306,Analyst,In Progress,Male,0
HR,2,2524,Employee_418,Jordanian,Abu Dhabi,1. Good,24086,Analyst,Completed,Female,7
Sales,6,3120,Employee_419,Pakistani,Ras Al Khaimah,2. Very Good,19376,Vice President,Completed,Female,9
Customer Support,7,3343,Employee_420,Indian,Ajman,4. Exceeds Expectations,10889,Manager,In Progress,Female,2
Research & Development,9,6136,Employee_421,Jordanian,Umm Al Quwain,2. Very Good,42822,Manager,Completed,Female,6
Marketing,3,6760,Employee_422,Filipino,Abu Dhabi,4. Exceeds Expectations,41636,Executive,Not Started,Male,0
Marketing,3,2240,Employee_423,Filipino,Ajman,3. Meets Expectations,25584,Executive,Completed,Female,0
Customer Support,7,1060,Employee_424,Egyptian,Dubai,5. Outstanding,39610,Senior Analyst,Not Started,Female,9
Operations,4,2639,Employee_425,Emirati,Ajman,5. Outstanding,15058,Vice President,Completed,Male,4
Product Development,8,7185,Employee_426,Egyptian,Umm Al Quwain,2. Very Good,14101,Associate,In Progress,Female,4
Customer Support,7,8970,Employee_427,Pakistani,Ajman,5. Outstanding,17497,Vice President,Completed,Female,7
Finance,5,2252,Employee_428,Indian,Sharjah,2. Very Good,9658,Senior Analyst,Completed,Male,6
Customer Support,7,5203,Employee_429,Pakistani,Umm Al Quwain,2. Very Good,16381,Executive,Completed,Male,7
Marketing,3,9363,Employee_430,Jordanian,Fujairah,2. Very Good,45312,Vice President,In Progress,Male,5
HR,2,4549,Employee_431,Filipino,Dubai,5. Outstanding,45486,Vice President,Completed,Female,5
Sales,6,5197,Employee_432,Egyptian,Sharjah,2. Very Good,22154,Executive,In Progress,Female,1
HR,2,8009,Employee_433,Egyptian,Fujairah,5. Outstanding,24539,Senior Analyst,Not Started,Male,5
Marketing,3,7667,Employee_434,Egyptian,Ajman,2. Very Good,16777,Executive,Completed,Male,4
Sales,6,3322,Employee_435,Pakistani,Umm Al Quwain,1. Good,39396,Manager,In Progress,Female,2
Finance,5,5090,Employee_436,Filipino,Dubai,2. Very Good,35373,Associate,In Progress,Male,5
Product Development,8,7960,Employee_437,Indian,Sharjah,4. Exceeds Expectations,38154,Executive,Completed,Female,7
Research & Development,9,4004,Employee_438,Jordanian,Fujairah,2. Very Good,11031,Senior Analyst,Not Started,Male,8
Marketing,3,6136,Employee_439,Indian,Fujairah,3. Meets Expectations,32997,Analyst,In Progress,Male,0
Marketing,3,1329,Employee_440,Pakistani,Dubai,2. Very Good,11439,Manager,Completed,Female,2
Marketing,3,4640,Employee_441,Jordanian,Ras Al Khaimah,4. Exceeds Expectations,27785,Analyst,Not Started,Male,2
Sales,6,8982,Employee_442,Egyptian,Ajman,4. Exceeds Expectations,18392,Executive,In Progress,Male,7
IT,1,5107,Employee_443,Emirati,Dubai,5. Outstanding,33669,Manager,In Progress,Male,0
Customer Support,7,2341,Employee_444,Pakistani,Fujairah,1. Good,33939,Associate,Not Started,Female,4
IT,1,9407,Employee_445,Pakistani,Abu Dhabi,2. Very Good,7282,Executive,Not Started,Male,2
Finance,5,1338,Employee_446,Filipino,Sharjah,5. Outstanding,39624,Associate,Completed,Male,1
Product Development,8,6895,Employee_447,Indian,Dubai,1. Good,29364,Vice President,Completed,Male,7
Operations,4,3708,Employee_448,Pakistani,Ras Al Khaimah,2. Very Good,6998,Analyst,In Progress,Male,2
Finance,5,2750,Employee_449,Pakistani,Fujairah,3. Meets Expectations,36705,Manager,Not Started,Male,6
Operations,4,6604,Employee_450,Egyptian,Ajman,2. Very Good,43244,Associate,Not Started,Male,0
Operations,4,3421,Employee_451,Egyptian,Fujairah,4. Exceeds Expectations,14428,Senior Analyst,Not Started,Female,5
Product Development,8,8119,Employee_452,Jordanian,Ajman,4. Exceeds Expectations,42437,Associate,In Progress,Female,2
HR,2,9901,Employee_453,Emirati,Dubai,3. Meets Expectations,17336,Senior Analyst,Not Started,Male,7
IT,1,6319,Employee_454,Filipino,Ajman,5. Outstanding,14342,Executive,Not Started,Female,5
Marketing,3,7609,Employee_455,Emirati,Umm Al Quwain,1. Good,44832,Manager,In Progress,Female,1
Research & Development,9,6387,Employee_456,Jordanian,Umm Al Quwain,2. Very Good,12446,Associate,Completed,Male,5
Operations,4,4993,Employee_457,Egyptian,Umm Al Quwain,4. Exceeds Expectations,43392,Associate,Completed,Female,6
Finance,5,9680,Employee_458,Indian,Ras Al Khaimah,5. Outstanding,12461,Manager,In Progress,Female,4
HR,2,9044,Employee_459,Egyptian,Ras Al Khaimah,3. Meets Expectations,39587,Associate,Not Started,Female,2
Operations,4,9238,Employee_460,Filipino,Abu Dhabi,4. Exceeds Expectations,15516,Senior Analyst,In Progress,Female,3
HR,2,5873,Employee_461,Egyptian,Ras Al Khaimah,3. Meets Expectations,18749,Associate,Completed,Female,3
HR,2,5806,Employee_462,Filipino,Dubai,2. Very Good,22514,Analyst,Completed,Female,5
Operations,4,9592,Employee_463,Filipino,Fujairah,1. Good,40426,Executive,In Progress,Female,9
Sales,6,6913,Employee_464,Filipino,Fujairah,4. Exceeds Expectations,41268,Vice President,In Progress,Female,0
Customer Support,7,8124,Employee_465,Jordanian,Abu Dhabi,4. Exceeds Expectations,29950,Senior Analyst,Completed,Male,3
Marketing,3,4157,Employee_466,Filipino,Ras Al Khaimah,2. Very Good,39888,Analyst,In Progress,Male,9
Marketing,3,1390,Employee_467,Filipino,Ajman,5. Outstanding,41788,Executive,Completed,Female,3
Sales,6,5430,Employee_468,Indian,Abu Dhabi,1. Good,15213,Manager,In Progress,Female,9
Marketing,3,9820,Employee_469,Emirati,Ajman,4. Exceeds Expectations,41027,Senior Analyst,In Progress,Male,0
HR,2,8686,Employee_470,Pakistani,Ajman,1. Good,33011,Vice President,In Progress,Female,8
Product Development,8,5232,Employee_471,Emirati,Sharjah,4. Exceeds Expectations,47849,Executive,Completed,Female,3
Finance,5,9007,Employee_472,Filipino,Fujairah,1. Good,39591,Vice President,In Progress,Male,6
IT,1,2521,Employee_473,Indian,Umm Al Quwain,3. Meets Expectations,22858,Manager,Completed,Male,2
Marketing,3,2500,Employee_474,Egyptian,Ras Al Khaimah,4. Exceeds Expectations,23626,Manager,Completed,Male,9
Product Development,8,7737,Employee_475,Indian,Ajman,1. Good,18467,Senior Analyst,In Progress,Female,2
Operations,4,4294,Employee_476,Filipino,Sharjah,5. Outstanding,44758,Associate,In Progress,Female,7
Customer Support,7,6085,Employee_477,Indian,Fujairah,3. Meets Expectations,8134,Manager,Completed,Male,7
HR,2,3419,Employee_478,Indian,Umm Al Quwain,3. Meets Expectations,21743,Executive,Completed,Male,0
Customer Support,7,4042,Employee_479,Filipino,Ajman,5. Outstanding,20434,Associate,Not Started,Female,9
Finance,5,5497,Employee_480,Jordanian,Ajman,1. Good,15233,Analyst,Completed,Male,1
Finance,5,2466,Employee_481,Indian,Abu Dhabi,2. Very Good,6141,Vice President,Not Started,Female,7
Sales,6,4561,Employee_482,Pakistani,Abu Dhabi,5. Outstanding,23019,Associate,Not Started,Female,0
Research & Development,9,1614,Employee_483,Pakistani,Fujairah,1. Good,25384,Vice President,Not Started,Male,7
Sales,6,6392,Employee_484,Indian,Umm Al Quwain,5. Outstanding,47903,Associate,In Progress,Male,7
Product Development,8,8693,Employee_485,Jordanian,Ajman,5. Outstanding,41129,Analyst,In Progress,Female,1
Customer Support,7,4223,Employee_486,Egyptian,Fujairah,4. Exceeds Expectations,27967,Manager,Completed,Male,3
Research & Development,9,8138,Employee_487,Filipino,Fujairah,1. Good,45603,Analyst,Not Started,Male,5
Operations,4,3667,Employee_488,Pakistani,Dubai,2. Very Good,16172,Manager,In Progress,Male,8
HR,2,8980,Employee_489,Egyptian,Ras Al Khaimah,4. Exceeds Expectations,21390,Manager,In Progress,Male,7
Customer Support,7,1130,Employee_490,Indian,Abu Dhabi,5. Outstanding,8267,Vice President,In Progress,Female,7
Sales,6,3983,Employee_491,Egyptian,Umm Al Quwain,5. Outstanding,44332,Executive,In Progress,Female,6
IT,1,5278,Employee_492,Emirati,Ajman,5. Outstanding,31167,Analyst,In Progress,Female,8
Research & Development,9,8126,Employee_493,Pakistani,Fujairah,1. Good,26312,Associate,Not Started,Female,1
Research & Development,9,9230,Employee_494,Indian,Ajman,1. Good,32840,Analyst,Not Started,Male,2
HR,2,8694,Employee_495,Filipino,Dubai,4. Exceeds Expectations,23990,Vice President,Not Started,Male,9
Marketing,3,7640,Employee_496,Jordanian,Umm Al Quwain,2. Very Good,49179,Manager,Not Started,Female,7
Finance,5,6468,Employee_497,Indian,Fujairah,4. Exceeds Expectations,10906,Vice President,Completed,Female,5
Finance,5,1920,Employee_498,Filipino,Ajman,3. Meets Expectations,45379,Senior Analyst,Not Started,Male,9
IT,1,8564,Employee_499,Jordanian,Abu Dhabi,5. Outstanding,22297,Senior Analyst,In Progress,Female,8
Product Development,8,9684,Employee_500,Jordanian,Ras Al Khaimah,5. Outstanding,7011,Associate,Not Started,Female,9
